교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,발생지시도코드,발생지시도코드.1,사고유형대분류코드,사고유형중분류코드,법규위반코드
15600,2015-06-11 12,주간,목,1,2,경남,고성군,차대차,측면충돌,신호위반
15601,2015-07-25 12,주간,토,1,2,강원,태백시,차대차,정면충돌,중앙선 침범
15602,2015-02-12 19,야간,목,1,2,대전,서구,차대차,정면충돌,중앙선 침범
15603,2015-08-16 17,주간,일,1,1,전남,강진군,차량단독,기타,안전운전 의무 불이행
15604,2015-12-17 11,주간,목,1,2,전북,임실군,차대차,정면충돌,중앙선 침범
15605,2015-06-25 14,주간,목,2,2,경북,성주군,차대차,기타,과속
15606,2015-12-09 10,주간,수,1,1,경남,합천군,차량단독,전도전복,안전운전 의무 불이행
15607,2015-02-09 16,주간,월,1,4,경기,성남시,차대차,추돌,안전운전 의무 불이행
15608,2015-12-18 14,주간,금,1,1,전북,임실군,차량단독,전도전복,안전운전 의무 불이행
15609,2015-01-31 21,야간,토,1,6,전남,목포시,차대차,측면충돌,신호위반
15610,2015-10-30 06,주간,금,1,1,전남,진도군,차대사람,기타,안전운전 의무 불이행
15611,2015-01-14 06,주간,수,1,1,대전,유성구,차대사람,횡단중,안전운전 의무 불이행
15612,2015-05-17 21,야간,일,1,1,경북,문경시,차량단독,공작물충돌,안전운전 의무 불이행
15613,2015-07-02 14,주간,목,1,1,충남,서천군,차대차,측면충돌,신호위반
15614,2015-04-21 06,주간,화,1,1,경북,상주시,차량단독,공작물충돌,안전운전 의무 불이행
15615,2015-06-30 08,주간,화,1,1,전북,고창군,차량단독,도로이탈,안전운전 의무 불이행
15616,2015-02-19 15,주간,목,1,31,서울,강북구,차대차,추돌,신호위반
15617,2015-04-15 05,야간,수,1,1,충남,공주시,차량단독,공작물충돌,안전운전 의무 불이행
15618,2015-06-30 18,야간,화,1,2,경남,창녕군,차량단독,도로이탈,안전운전 의무 불이행
15619,2015-02-21 07,주간,토,1,1,광주,남구,차대차,측면충돌,신호위반
15620,2015-04-11 01,야간,토,2,4,전남,나주시,차량단독,공작물충돌,안전운전 의무 불이행
15621,2015-10-30 08,주간,금,1,1,경남,하동군,차량단독,공작물충돌,안전운전 의무 불이행
15622,2015-09-19 11,주간,토,1,3,충남,청양군,차대차,추돌,기타
15623,2015-04-24 02,야간,금,1,1,대전,서구,차대차,추돌,안전운전 의무 불이행
15624,2015-11-29 12,주간,일,1,3,경남,함양군,차량단독,전도전복,안전운전 의무 불이행
15625,2015-11-11 06,주간,수,1,2,경남,남해군,차대차,추돌,과속
15626,2015-02-27 15,주간,금,1,2,충남,당진시,차대차,측면충돌,신호위반
15627,2015-03-04 11,주간,수,1,1,경기,하남시,차대사람,횡단중,안전운전 의무 불이행
15628,2015-01-25 03,야간,일,1,1,전북,전주시,차대차,추돌,안전운전 의무 불이행
15629,2015-12-02 18,야간,수,1,1,경남,사천시,차대차,기타,안전운전 의무 불이행
15630,2015-02-04 21,야간,수,1,1,대전,동구,차대사람,횡단중,안전운전 의무 불이행
15631,2015-04-17 23,야간,금,1,1,전북,완주군,차대차,기타,안전운전 의무 불이행
15632,2015-05-22 20,야간,금,1,1,충남,예산군,차대사람,횡단중,안전운전 의무 불이행
15633,2015-04-21 22,야간,화,1,1,경북,상주시,차대차,기타,중앙선 침범
15634,2015-09-27 19,야간,일,1,1,강원,횡성군,차대사람,횡단중,안전운전 의무 불이행
15635,2015-02-04 14,주간,수,1,1,인천,남구,차대사람,횡단중,신호위반
15636,2015-07-02 14,주간,목,1,1,전북,고창군,차대사람,기타,안전운전 의무 불이행
15637,2015-06-02 18,야간,화,1,1,부산,강서구,차량단독,전도전복,안전운전 의무 불이행
15638,2015-09-23 07,주간,수,1,2,전남,완도군,차대차,추돌,안전운전 의무 불이행
15639,2015-03-10 10,주간,화,1,1,부산,강서구,차대차,측면충돌,안전운전 의무 불이행
15640,2015-10-28 12,주간,수,1,1,경북,예천군,차량단독,공작물충돌,안전운전 의무 불이행
15641,2015-02-09 18,야간,월,1,2,제주,서귀포시,차대사람,횡단중,보행자 보호의무 위반
15642,2015-06-11 00,야간,목,1,1,전남,해남군,차대차,기타,안전운전 의무 불이행
15643,2015-03-08 13,주간,일,1,3,인천,중구,차대차,측면충돌,교차로 통행방법 위반
15644,2015-05-20 22,야간,수,1,3,경북,상주시,차대차,추돌,안전운전 의무 불이행
15645,2015-11-01 18,야간,일,1,1,경북,예천군,차대사람,횡단중,안전운전 의무 불이행
15646,2015-07-20 11,주간,월,1,1,충남,부여군,차대사람,길가장자리구역통행중,교차로 통행방법 위반
15647,2015-02-20 22,야간,금,1,1,경북,안동시,차대차,추돌,안전운전 의무 불이행
15648,2015-03-03 19,야간,화,1,1,경남,진주시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15649,2015-06-20 08,주간,토,1,1,전남,화순군,차량단독,기타,안전운전 의무 불이행
15650,2015-04-21 19,야간,화,1,1,전남,영암군,차대차,기타,안전운전 의무 불이행
15651,2015-02-11 15,주간,수,1,3,강원,춘천시,차대차,측면충돌,중앙선 침범
15652,2015-05-08 08,주간,금,1,1,전북,정읍시,차대차,측면충돌,기타
15653,2015-07-15 18,야간,수,1,1,전남,영광군,차대차,측면충돌,교차로 통행방법 위반
15654,2015-06-24 09,주간,수,1,1,충북,충주시,차대차,기타,기타
15655,2015-07-22 22,야간,수,1,1,충남,부여군,차대차,기타,중앙선 침범
15656,2015-10-15 21,야간,목,1,2,전남,장성군,차량단독,전도전복,안전운전 의무 불이행
15657,2015-01-29 11,주간,목,1,1,제주,제주시,차량단독,공작물충돌,안전운전 의무 불이행
15658,2015-09-10 15,주간,목,1,4,충북,옥천군,차대차,기타,중앙선 침범
15659,2015-02-18 00,야간,수,1,4,충남,아산시,차대차,측면충돌,중앙선 침범
15660,2015-07-05 18,야간,일,2,2,경남,창녕군,차량단독,공작물충돌,안전운전 의무 불이행
15661,2015-08-04 23,야간,화,1,1,강원,태백시,차대사람,보도통행중,보행자 보호의무 위반
15662,2015-01-29 17,주간,목,1,1,제주,제주시,차량단독,공작물충돌,안전운전 의무 불이행
15663,2015-01-31 17,주간,토,1,2,경북,경주시,차량단독,기타,안전운전 의무 불이행
15664,2015-01-29 18,야간,목,1,1,제주,제주시,차대사람,기타,보행자 보호의무 위반
15665,2015-04-05 07,주간,일,1,5,충남,논산시,차대차,정면충돌,기타
15666,2015-02-26 22,야간,목,1,1,서울,구로구,차대사람,기타,안전운전 의무 불이행
15667,2015-02-26 06,주간,목,1,1,경남,김해시,차대사람,차도통행중,안전운전 의무 불이행
15668,2015-02-11 20,야간,수,1,1,강원,춘천시,차대사람,횡단중,안전운전 의무 불이행
15669,2015-02-01 03,야간,일,1,2,경북,경주시,차량단독,공작물충돌,안전운전 의무 불이행
15670,2015-04-05 19,야간,일,1,1,충남,논산시,차대사람,횡단중,안전운전 의무 불이행
15671,2015-01-27 01,야간,화,1,1,전북,전주시,차량단독,공작물충돌,안전운전 의무 불이행
15672,2015-04-02 07,주간,목,1,1,울산,동구,차량단독,공작물충돌,안전운전 의무 불이행
15673,2015-12-03 06,주간,목,1,1,충북,단양군,차대사람,차도통행중,안전운전 의무 불이행
15674,2015-09-03 08,주간,목,1,1,전남,강진군,차대차,기타,안전운전 의무 불이행
15675,2015-02-26 10,주간,목,1,1,경남,김해시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15676,2015-01-31 03,야간,토,1,5,대전,중구,차대차,정면충돌,신호위반
15677,2015-01-27 07,주간,화,1,1,전북,전주시,차대사람,횡단중,안전운전 의무 불이행
15678,2015-07-28 16,주간,화,1,1,전남,담양군,차대차,기타,과속
15679,2015-04-23 12,주간,목,1,3,충남,공주시,차량단독,전도전복,안전운전 의무 불이행
15680,2015-06-24 17,주간,수,1,1,전남,화순군,차량단독,기타,안전운전 의무 불이행
15681,2015-09-22 13,주간,화,1,2,경북,의성군,차대차,정면충돌,중앙선 침범
15682,2015-06-09 13,주간,화,1,2,경남,김해시,차대차,추돌,안전운전 의무 불이행
15683,2015-03-04 18,야간,수,1,1,대구,달성군,차대차,측면충돌,안전운전 의무 불이행
15684,2015-02-05 19,야간,목,1,1,대구,북구,차대차,기타,안전운전 의무 불이행
15685,2015-04-19 04,야간,일,1,1,충남,홍성군,차대사람,차도통행중,안전운전 의무 불이행
15686,2015-02-12 13,주간,목,1,1,경기,성남시,차대사람,횡단중,신호위반
15687,2015-02-07 07,주간,토,1,1,대전,대덕구,차대차,기타,안전운전 의무 불이행
15688,2015-12-21 21,야간,월,1,1,경남,산청군,차대차,추돌,안전운전 의무 불이행
15689,2015-06-26 09,주간,금,1,2,전남,화순군,차대사람,기타,기타
15690,2015-02-18 20,야간,수,1,1,충남,태안군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15691,2015-04-06 20,야간,월,1,1,경기,동두천시,차대사람,기타,안전운전 의무 불이행
15692,2015-10-10 14,주간,토,1,4,전남,완도군,차량단독,기타,안전운전 의무 불이행
15693,2015-03-06 18,야간,금,1,1,경남,진주시,차대사람,차도통행중,안전운전 의무 불이행
15694,2015-06-21 20,야간,일,1,1,전북,부안군,차대차,측면충돌,교차로 통행방법 위반
15695,2015-07-11 11,주간,토,2,2,경북,울진군,차대사람,기타,안전운전 의무 불이행
15696,2015-08-13 12,주간,목,1,1,전남,장흥군,차량단독,전도전복,안전운전 의무 불이행
15697,2015-10-26 17,주간,월,1,1,전남,장성군,차대사람,기타,안전운전 의무 불이행
15698,2015-04-14 09,주간,화,1,5,충북,음성군,차대차,측면충돌,신호위반
15699,2015-07-20 10,주간,월,1,1,경북,성주군,차량단독,공작물충돌,안전운전 의무 불이행
15700,2015-10-24 19,야간,토,1,1,전남,보성군,차량단독,기타,안전운전 의무 불이행
15701,2015-02-09 09,주간,월,1,1,부산,연제구,차대사람,횡단중,안전운전 의무 불이행
15702,2015-10-30 05,야간,금,1,1,전남,장성군,차량단독,전도전복,안전운전 의무 불이행
15703,2015-06-23 21,야간,화,1,1,전북,부안군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15704,2015-06-28 10,주간,일,1,1,전남,화순군,차량단독,전도전복,안전운전 의무 불이행
15705,2015-10-14 14,주간,수,1,1,전남,완도군,차대차,정면충돌,중앙선 침범
15706,2015-04-02 23,야간,목,1,2,부산,서구,차량단독,공작물충돌,안전운전 의무 불이행
15707,2015-02-05 22,야간,목,1,1,경기,고양시,차대사람,기타,안전운전 의무 불이행
15708,2015-10-26 18,야간,월,1,1,전남,보성군,차대사람,기타,안전운전 의무 불이행
15709,2015-07-28 09,주간,화,1,1,전남,영광군,차대차,측면충돌,교차로 통행방법 위반
15710,2015-10-15 16,주간,목,1,1,전남,완도군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15711,2015-03-05 22,야간,목,1,1,경기,안양시,차대사람,횡단중,안전운전 의무 불이행
15712,2015-02-08 06,주간,일,1,1,서울,강남구,차대차,측면충돌,안전운전 의무 불이행
15713,2015-07-22 16,주간,수,1,2,경북,성주군,차대차,측면충돌,신호위반
15714,2015-07-15 14,주간,수,1,1,전북,고창군,차대차,정면충돌,기타
15715,2015-02-04 06,주간,수,1,1,전남,목포시,차대사람,기타,안전운전 의무 불이행
15716,2015-02-04 06,주간,수,1,1,경북,포항시,차대사람,기타,안전운전 의무 불이행
15717,2015-06-28 17,주간,일,1,1,경남,함안군,차대차,정면충돌,중앙선 침범
15718,2015-04-09 20,야간,목,1,3,강원,동해시,차대차,측면충돌,신호위반
15719,2015-12-07 07,주간,월,1,1,전남,진도군,차대차,정면충돌,안전거리 미확보
15720,2015-08-04 06,주간,화,1,1,충남,부여군,차량단독,공작물충돌,안전운전 의무 불이행
15721,2015-03-19 12,주간,목,1,1,경기,부천시,차대사람,횡단중,보행자 보호의무 위반
15722,2015-09-28 06,주간,월,1,1,충북,옥천군,차량단독,도로이탈,안전운전 의무 불이행
15723,2015-10-07 22,야간,수,1,1,경북,의성군,차량단독,공작물충돌,안전운전 의무 불이행
15724,2015-06-01 20,야간,월,1,2,경북,김천시,차대차,추돌,안전운전 의무 불이행
15725,2015-10-29 13,주간,목,1,1,충남,청양군,차량단독,도로이탈,안전운전 의무 불이행
15726,2015-08-23 21,야간,일,1,2,경북,영덕군,차대차,추돌,과속
15727,2015-10-23 18,야간,금,1,2,경북,청도군,차대차,추돌,안전운전 의무 불이행
15728,2015-11-05 13,주간,목,1,1,충북,영동군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
15729,2015-04-28 08,주간,화,1,2,전북,완주군,차대차,기타,신호위반
15730,2015-07-25 06,주간,토,1,1,전북,고창군,차량단독,전도전복,안전운전 의무 불이행
15731,2015-03-01 19,야간,일,1,1,경남,김해시,차량단독,공작물충돌,안전운전 의무 불이행
15732,2015-12-13 04,야간,일,1,1,경남,남해군,차량단독,전도전복,안전운전 의무 불이행
15733,2015-07-29 09,주간,수,1,3,경북,성주군,차대차,기타,중앙선 침범
15734,2015-03-18 06,주간,수,1,1,경남,창원시(통합),차대사람,차도통행중,안전운전 의무 불이행
15735,2015-12-12 17,주간,토,1,1,강원,평창군,차대사람,횡단중,안전운전 의무 불이행
15736,2015-04-10 14,주간,금,1,1,경남,밀양시,차대차,정면충돌,교차로 통행방법 위반
15737,2015-04-30 13,주간,목,1,1,충남,공주시,차량단독,공작물충돌,안전운전 의무 불이행
15738,2015-06-14 06,주간,일,1,1,충남,예산군,차량단독,공작물충돌,안전운전 의무 불이행
15739,2015-11-05 19,야간,목,1,2,경북,청도군,차대차,추돌,안전운전 의무 불이행
15740,2015-06-24 17,주간,수,1,3,충북,증평군,차대차,정면충돌,중앙선 침범
15741,2015-07-05 15,주간,일,1,2,강원,홍천군,차량단독,공작물충돌,안전운전 의무 불이행
15742,2015-04-30 21,야간,목,1,4,전북,완주군,차대차,측면충돌,신호위반
15743,2015-05-20 16,주간,수,1,1,강원,삼척시,차대사람,횡단중,보행자 보호의무 위반
15744,2015-06-25 16,주간,목,1,1,충북,괴산군,차대사람,기타,안전운전 의무 불이행
15745,2015-03-12 03,야간,목,1,2,전남,광양시,차량단독,공작물충돌,중앙선 침범
15746,2015-12-15 16,주간,화,1,1,경남,남해군,차대차,정면충돌,안전운전 의무 불이행
15747,2015-04-28 19,야간,화,1,1,충남,홍성군,차대사람,차도통행중,안전운전 의무 불이행
15748,2015-12-29 13,주간,화,1,1,경남,하동군,차대사람,기타,안전운전 의무 불이행
15749,2015-04-29 06,주간,수,1,2,충남,홍성군,차대차,추돌,안전운전 의무 불이행
15750,2015-05-10 04,야간,일,1,1,경기,시흥시,차량단독,공작물충돌,안전운전 의무 불이행
15751,2015-07-14 21,야간,화,1,1,경남,고성군,차대사람,횡단중,안전운전 의무 불이행
15752,2015-03-12 18,야간,목,1,1,전남,광양시,차대사람,횡단중,안전운전 의무 불이행
