교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도코드,발생지시도코드,사고유형대분류코드,사고유형중분류코드,사고유형코드,법규위반코드,도로형태대분류코드,도로로형태코드
20812,2016-03-29 06,주간,화,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
20813,2016-08-30 11,주간,화,1,1,0,0,0,충북,진천군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20814,2016-07-28 17,주간,목,1,1,0,0,0,충북,음성군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
20815,2016-09-18 15,주간,일,1,2,0,1,0,충남,홍성군,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로
20816,2016-12-21 15,주간,수,1,1,0,0,0,전남,무안군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
20817,2016-04-24 07,주간,일,1,2,1,0,0,서울,강북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
20818,2016-08-28 00,야간,일,1,1,0,0,0,부산,영도구,차대차,기타,기타,안전운전 의무 불이행,단일로,교량위
20819,2016-07-19 14,주간,화,1,1,0,0,0,경기,여주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20820,2016-05-01 01,야간,일,1,1,0,0,0,부산,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
20821,2016-08-25 07,주간,목,1,1,0,0,0,전남,나주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근
20822,2016-04-12 18,야간,화,1,1,0,0,0,경기,용인시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20823,2016-10-13 21,야간,목,1,1,0,0,0,전남,순천시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20824,2016-04-04 09,주간,월,1,1,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
20825,2016-09-23 22,야간,금,1,3,0,2,0,광주,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20826,2016-03-05 01,야간,토,1,1,0,0,0,경북,경산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20827,2016-03-05 01,야간,토,1,1,0,0,0,경북,경산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20828,2016-07-16 11,주간,토,1,1,0,0,0,경기,양평군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20829,2016-12-21 18,야간,수,1,2,1,0,0,전남,해남군,차대차,정면충돌,정면충돌,과속,교차로,교차로부근
20830,2016-07-13 01,야간,수,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20831,2016-02-22 15,주간,월,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
20832,2016-05-30 21,야간,월,1,2,1,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20833,2016-04-12 22,야간,화,2,6,4,0,0,충북,충주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20834,2016-02-20 02,야간,토,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20835,2016-06-11 07,주간,토,1,1,0,0,0,경북,칠곡군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20836,2016-09-15 20,야간,목,1,1,0,0,0,충남,공주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20837,2016-08-13 05,야간,토,1,1,0,0,0,부산,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근
20838,2016-05-01 16,주간,일,1,1,0,0,0,경남,진주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20839,2016-04-14 16,주간,목,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근
20840,2016-03-23 23,야간,수,1,1,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
20841,2016-03-16 16,주간,수,1,1,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
20842,2016-09-08 14,주간,목,1,9,8,0,0,전북,정읍시,차대차,정면충돌,정면충돌,기타,교차로,교차로내
20843,2016-10-09 18,야간,일,1,1,0,0,0,전북,남원시,차대차,측면충돌,측면충돌,과속,교차로,교차로내
20844,2016-06-20 23,야간,월,1,1,0,0,0,경남,창원시(통합),차대사람,보도통행중,보도통행중,안전운전 의무 불이행,기타/불명,기타/불명
20845,2016-03-24 09,주간,목,1,1,0,0,0,전남,목포시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
20846,2016-04-06 08,주간,수,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로
20847,2016-02-24 00,야간,수,1,1,0,0,0,경기,시흥시,차대차,추돌,진행중 추돌,과속,교차로,교차로부근
20848,2016-09-09 05,야간,금,1,1,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,과속,교차로,교차로부근
20849,2016-05-11 13,주간,수,1,3,0,2,0,서울,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
20850,2016-03-28 07,주간,월,1,9,1,7,0,전남,여수시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
20851,2016-05-11 17,주간,수,1,1,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
20852,2016-06-02 06,주간,목,1,5,0,4,0,인천,남구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,기타/불명,기타/불명
20853,2016-04-23 20,야간,토,1,1,0,0,0,부산,동래구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
20854,2016-03-15 20,야간,화,1,1,0,0,0,경북,경주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20855,2016-09-13 19,야간,화,1,1,0,0,0,경북,영주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20856,2016-09-01 08,주간,목,1,1,0,0,0,전남,나주시,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상
20857,2016-07-03 02,야간,일,1,1,0,0,0,서울,종로구,차대차,추돌,진행중 추돌,안전거리 미확보,교차로,교차로내
20858,2016-03-05 04,야간,토,1,1,0,0,0,경기,의정부시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20859,2016-09-26 22,야간,월,1,1,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로
20860,2016-09-27 21,야간,화,1,1,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20861,2016-08-01 21,야간,월,1,1,0,0,0,부산,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로
20862,2016-03-03 21,야간,목,1,2,1,0,0,제주,제주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상
20863,2016-03-18 20,야간,금,1,1,0,0,0,부산,남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20864,2016-05-04 17,주간,수,1,1,0,0,0,대구,달성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20865,2016-03-11 14,주간,금,1,1,0,0,0,경남,양산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
20866,2016-10-02 14,주간,일,1,1,0,0,0,광주,동구,차대차,기타,기타,신호위반,교차로,교차로내
20867,2016-09-03 07,주간,토,1,2,0,0,1,전남,나주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로
20868,2016-03-16 13,주간,수,1,7,3,3,0,경북,경주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
20869,2016-07-01 13,주간,금,1,1,0,0,0,경북,영천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
20870,2016-09-03 15,주간,토,1,1,0,0,0,전남,나주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20871,2016-03-20 05,야간,일,1,1,0,0,0,경기,남양주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20872,2016-04-17 06,주간,일,1,2,0,1,0,경기,성남시,차대차,추돌,진행중 추돌,과속,교차로,교차로부근
20873,2016-08-09 15,주간,화,1,1,0,0,0,전북,김제시,차대차,측면충돌,측면충돌,기타,교차로,교차로부근
20874,2016-08-22 17,주간,월,1,2,0,1,0,서울,중구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20875,2016-03-11 20,야간,금,1,1,0,0,0,경남,양산시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
20876,2016-03-31 13,주간,목,1,1,0,0,0,충남,논산시,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로
20877,2016-10-01 16,주간,토,1,8,3,4,0,경북,문경시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20878,2016-04-05 18,야간,화,1,1,0,0,0,경기,광명시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
20879,2016-09-30 11,주간,금,1,1,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20880,2016-05-06 03,야간,금,1,1,0,0,0,부산,북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
20881,2016-08-09 17,주간,화,4,6,2,0,0,충북,음성군,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근
20882,2016-08-13 17,주간,토,1,1,0,0,0,경남,사천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
20883,2016-03-16 18,야간,수,1,1,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
20884,2016-03-13 01,야간,일,1,1,0,0,0,서울,영등포구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20885,2016-07-01 17,주간,금,1,1,0,0,0,경북,영천시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내
20886,2016-03-16 19,야간,수,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,과속,단일로,기타단일로
20887,2016-08-18 14,주간,목,1,1,0,0,0,전북,완주군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20888,2016-04-09 22,야간,토,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근
20889,2016-03-07 05,야간,월,1,1,0,0,0,대구,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
20890,2016-05-12 07,주간,목,1,1,0,0,0,인천,계양구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20891,2016-02-07 10,주간,일,2,13,4,7,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
20892,2016-04-06 05,야간,수,1,3,1,1,0,서울,용산구,차대차,추돌,진행중 추돌,과속,단일로,교량위
20893,2016-05-14 21,야간,토,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
20894,2016-07-24 21,야간,일,1,1,0,0,0,부산,동구,차대사람,기타,기타,중앙선 침범,단일로,기타단일로
20895,2016-06-17 13,주간,금,1,1,0,0,0,충남,논산시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20896,2016-09-25 14,주간,일,1,1,0,0,0,경기,가평군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근
20897,2016-11-13 02,야간,일,1,1,0,0,0,세종,세종,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
20898,2016-03-13 07,주간,일,1,3,0,2,0,전북,군산시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
20899,2016-03-27 13,주간,일,1,1,0,0,0,강원,춘천시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20900,2016-10-11 12,주간,화,2,3,0,1,0,경북,구미시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20901,2016-08-30 10,주간,화,1,2,1,0,0,경북,상주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20902,2016-10-02 01,야간,일,1,1,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
20903,2016-08-04 20,야간,목,1,1,0,0,0,경남,밀양시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20904,2016-10-10 09,주간,월,1,3,2,0,0,광주,동구,차대차,기타,기타,과속,교차로,교차로부근
20905,2016-08-31 20,야간,수,1,1,0,0,0,경북,상주시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로내
20906,2016-11-01 02,야간,화,1,1,0,0,0,부산,기장군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20907,2016-10-12 03,야간,수,1,2,0,1,0,경북,군위군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
20908,2016-03-25 19,야간,금,1,1,0,0,0,전남,신안군,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로
20909,2016-11-09 05,야간,수,1,1,0,0,0,경북,문경시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20910,2016-10-14 01,야간,금,1,1,0,0,0,대구,북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
20911,2016-04-11 09,주간,월,1,1,0,0,0,대구,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
20912,2016-03-11 05,야간,금,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
20913,2016-03-28 10,주간,월,1,1,0,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
20914,2016-10-15 15,주간,토,1,3,2,0,0,경북,성주군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20915,2016-10-17 08,주간,월,1,1,0,0,0,경북,성주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
20916,2016-06-01 10,주간,수,1,1,0,0,0,충남,당진시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
20917,2016-10-06 05,야간,목,1,1,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
20918,2016-05-12 01,야간,목,1,3,2,0,0,부산,금정구,차대사람,기타,기타,기타,단일로,기타단일로
20919,2016-08-29 12,주간,월,1,3,0,2,0,전북,완주군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,교량위
20920,2016-03-01 07,주간,화,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
20921,2016-08-29 21,야간,월,1,1,0,0,0,전북,완주군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
20922,2016-11-01 19,야간,화,1,3,2,0,0,전북,남원시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
